,0,1,2,3,4
tempRange,0.1,2.575,5.05,7.525,10.0
energyList,-0.9910666666666667,-0.19346666666666665,-0.10395555555555555,-0.06506666666666668,-0.05393333333333333
magList,0.9910666666666667,0.19346666666666665,0.10395555555555555,0.06506666666666668,0.05393333333333333
specHeatList,0.0004236542112482798,1.1611598248297387e-07,2.6228537534110373e-08,9.754903428074389e-09,5.4375061728395116e-09
suscepList,0.0,0.0,0.0,0.0,0.0
