,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
tempRange,0.1,0.2612244897959184,0.4224489795918368,0.5836734693877551,0.7448979591836735,0.9061224489795919,1.0673469387755103,1.2285714285714289,1.3897959183673472,1.5510204081632655,1.712244897959184,1.8734693877551023,2.0346938775510206,2.195918367346939,2.3571428571428577,2.518367346938776,2.6795918367346943,2.8408163265306126,3.002040816326531,3.1632653061224496,3.324489795918368,3.485714285714286,3.6469387755102045,3.808163265306123,3.969387755102041,4.130612244897959,4.291836734693877,4.4530612244897965,4.614285714285715,4.775510204081633,4.936734693877551,5.09795918367347,5.259183673469388,5.420408163265306,5.581632653061225,5.742857142857143,5.904081632653061,6.0653061224489795,6.226530612244899,6.387755102040817,6.548979591836735,6.710204081632654,6.871428571428572,7.03265306122449,7.1938775510204085,7.355102040816327,7.516326530612245,7.677551020408163,7.838775510204082,8.0
energyList,-14634.84,-14091.84,-14146.68,-14578.2,-14270.28,-14898.0,-14310.96,-14100.48,-14257.2,-14081.04,-13905.48,-13769.76,-14340.6,-13937.28,-13368.84,-13212.96,-13064.64,-12564.0,-11589.36,-11115.12,-10331.52,-9365.4,-9052.8,-8115.12,-7563.72,-7032.36,-6660.48,-6179.28,-5878.2,-5643.72,-5419.56,-5135.76,-4964.64,-4739.88,-4567.08,-4425.96,-4266.84,-4097.4,-3980.52,-3866.4,-3768.12,-3672.24,-3533.64,-3438.48,-3342.84,-3309.12,-3215.52,-3129.72,-3069.0,-2938.68
magList,0.880904,0.141752,0.429752,0.817184,0.215424,0.9725919999999999,0.6523839999999999,0.5038320000000001,0.6508399999999999,0.139224,0.311176,0.30451999999999996,0.8350400000000002,0.705184,0.14110399999999998,0.06647999999999998,0.56972,0.577952,0.05136799999999999,0.09721599999999998,0.10280000000000003,0.09032799999999998,0.3306960000000001,0.08764,0.068528,0.113976,0.04616000000000001,0.053032,0.071384,0.04194399999999999,0.04258400000000001,0.04717599999999999,0.034456,0.03638400000000001,0.032304000000000006,0.039224,0.035688,0.033968000000000005,0.028536000000000006,0.02704,0.035112000000000004,0.028248,0.028736000000000005,0.0268,0.029303999999999997,0.023288000000000003,0.023831999999999996,0.025176000000000004,0.0212,0.022416000000000002
specHeatList,5259.87388800025,55.27919840623769,85.55897587225552,73.97656064355155,8.112242921610253,6.598979254930315,25.46943174569743,4.821633073014541,5.648521523800154,0.8306427769514495,1.4633479077812386,3.9281635938321835,6.474519524068464,9.640696435261084,0.9446622042977555,0.9806516799600316,3.105982497718585,3.5920787158141514,2.3253203427643356,4.9757559597550385,2.854189883933579,1.7892855012093811,1.77860564638808,1.111900540647814,1.4002108086601701,1.0342319784640384,0.8932732189963221,0.4788097820666202,0.6716249633372138,0.5393822347928623,0.48284077621813465,0.5116338595372542,0.3908668076722295,0.3107429837920942,0.44230041517092916,0.39731029449766203,0.3444490477076916,0.2712217222565461,0.22242807134950093,0.2906439063785406,0.3443780708017688,0.2630364642762068,0.23891306569387918,0.2121636451316396,0.2340117544097726,0.13623523404380858,0.17978773948594798,0.17690670164755623,0.16402080112213513,0.1764350550000032
suscepList,0.34962529983999957,0.001423827055000014,0.09676880018859896,0.0545221337152448,0.0006803844979725882,0.0024821245059463556,0.04674205577544961,0.024596380375813874,0.011579920610866497,0.0006309421970526316,0.0007952167506078716,0.0017973200000000083,0.011772783053159283,0.01940658504327132,0.00172308825987879,0.0005734432674230152,0.004491016517897917,0.0038308191889654774,0.000285174728919103,0.0011404255397161305,0.0015142991282995682,0.0009710623816393452,0.007232478198186886,0.0011484595841371923,0.0006528594775526992,0.0007321644455335974,0.00023165988397527343,0.00041007812018331813,0.0005419214801238386,0.00023204592109401736,0.00020092401263331925,0.0001707436628342677,0.00012201377701202944,0.00019245660337349383,0.0001249693821425959,0.00012710374049751242,0.00014603352555824406,0.0001348341138088829,7.253000621435593e-05,5.7754499680511164e-05,0.00011028653332502334,8.143813352798057e-05,7.590047667359666e-05,5.8956982008125305e-05,5.9701708981560326e-05,5.478758197558269e-05,4.273797508552814e-05,5.332609616161612e-05,4.31961343400156e-05,3.5652768e-05
